Groups:
A[3..0] =, A[3], A[2], A[1], A[0],  hex
B[3..0] =, B[3], B[2], B[1], B[0],  hex
AB_f[7..0] =, AB_f[7], AB_f[6], AB_f[5], AB_f[4], AB_f[3], AB_f[2], AB_f[1], AB_f[0],  hex
AB_t[7..0] =, AB_t[7], AB_t[6], AB_t[5], AB_t[4], AB_t[3], AB_t[2], AB_t[1], AB_t[0],  hex
result_output[7..0] =, result_output[7], result_output[6], result_output[5], result_output[4], result_output[3], result_output[2], result_output[1], result_output[0],  hex
result[7..0] =, result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0],  hex
lcm:lcm_calc|AB_f[7..0] =, lcm:lcm_calc|AB_f[7], lcm:lcm_calc|AB_f[6], lcm:lcm_calc|AB_f[5], lcm:lcm_calc|AB_f[4], lcm:lcm_calc|AB_f[3], lcm:lcm_calc|AB_f[2], lcm:lcm_calc|AB_f[1], lcm:lcm_calc|AB_f[0],  hex
lcm:lcm_calc|AB_t[7..0] =, lcm:lcm_calc|AB_t[7], lcm:lcm_calc|AB_t[6], lcm:lcm_calc|AB_t[5], lcm:lcm_calc|AB_t[4], lcm:lcm_calc|AB_t[3], lcm:lcm_calc|AB_t[2], lcm:lcm_calc|AB_t[1], lcm:lcm_calc|AB_t[0],  hex
lcm:lcm_calc|RESULT_f[7..0] =, lcm:lcm_calc|RESULT_f[7], lcm:lcm_calc|RESULT_f[6], lcm:lcm_calc|RESULT_f[5], lcm:lcm_calc|RESULT_f[4], lcm:lcm_calc|RESULT_f[3], lcm:lcm_calc|RESULT_f[2], lcm:lcm_calc|RESULT_f[1], lcm:lcm_calc|RESULT_f[0],  hex
lcm:lcm_calc|RESULT_t[7..0] =, lcm:lcm_calc|RESULT_t[7], lcm:lcm_calc|RESULT_t[6], lcm:lcm_calc|RESULT_t[5], lcm:lcm_calc|RESULT_t[4], lcm:lcm_calc|RESULT_t[3], lcm:lcm_calc|RESULT_t[2], lcm:lcm_calc|RESULT_t[1], lcm:lcm_calc|RESULT_t[0],  hex
lcm:lcm_calc|mux:m1_state_select|inA_data_f[23..0] =, lcm:lcm_calc|mux:m1_state_select|inA_data_f[23], lcm:lcm_calc|mux:m1_state_select|inA_data_f[22], lcm:lcm_calc|mux:m1_state_select|inA_data_f[21], lcm:lcm_calc|mux:m1_state_select|inA_data_f[20], lcm:lcm_calc|mux:m1_state_select|inA_data_f[19], lcm:lcm_calc|mux:m1_state_select|inA_data_f[18], lcm:lcm_calc|mux:m1_state_select|inA_data_f[17], lcm:lcm_calc|mux:m1_state_select|inA_data_f[16], lcm:lcm_calc|mux:m1_state_select|inA_data_f[15], lcm:lcm_calc|mux:m1_state_select|inA_data_f[14], lcm:lcm_calc|mux:m1_state_select|inA_data_f[13], lcm:lcm_calc|mux:m1_state_select|inA_data_f[12], lcm:lcm_calc|mux:m1_state_select|inA_data_f[11], lcm:lcm_calc|mux:m1_state_select|inA_data_f[10], lcm:lcm_calc|mux:m1_state_select|inA_data_f[9], lcm:lcm_calc|mux:m1_state_select|inA_data_f[8], lcm:lcm_calc|mux:m1_state_select|inA_data_f[7], lcm:lcm_calc|mux:m1_state_select|inA_data_f[6], lcm:lcm_calc|mux:m1_state_select|inA_data_f[5], lcm:lcm_calc|mux:m1_state_select|inA_data_f[4], lcm:lcm_calc|mux:m1_state_select|inA_data_f[3], lcm:lcm_calc|mux:m1_state_select|inA_data_f[2], lcm:lcm_calc|mux:m1_state_select|inA_data_f[1], lcm:lcm_calc|mux:m1_state_select|inA_data_f[0],  hex
lcm:lcm_calc|mux:m1_state_select|inA_data_t[23..0] =, lcm:lcm_calc|mux:m1_state_select|inA_data_t[23], lcm:lcm_calc|mux:m1_state_select|inA_data_t[22], lcm:lcm_calc|mux:m1_state_select|inA_data_t[21], lcm:lcm_calc|mux:m1_state_select|inA_data_t[20], lcm:lcm_calc|mux:m1_state_select|inA_data_t[19], lcm:lcm_calc|mux:m1_state_select|inA_data_t[18], lcm:lcm_calc|mux:m1_state_select|inA_data_t[17], lcm:lcm_calc|mux:m1_state_select|inA_data_t[16], lcm:lcm_calc|mux:m1_state_select|inA_data_t[15], lcm:lcm_calc|mux:m1_state_select|inA_data_t[14], lcm:lcm_calc|mux:m1_state_select|inA_data_t[13], lcm:lcm_calc|mux:m1_state_select|inA_data_t[12], lcm:lcm_calc|mux:m1_state_select|inA_data_t[11], lcm:lcm_calc|mux:m1_state_select|inA_data_t[10], lcm:lcm_calc|mux:m1_state_select|inA_data_t[9], lcm:lcm_calc|mux:m1_state_select|inA_data_t[8], lcm:lcm_calc|mux:m1_state_select|inA_data_t[7], lcm:lcm_calc|mux:m1_state_select|inA_data_t[6], lcm:lcm_calc|mux:m1_state_select|inA_data_t[5], lcm:lcm_calc|mux:m1_state_select|inA_data_t[4], lcm:lcm_calc|mux:m1_state_select|inA_data_t[3], lcm:lcm_calc|mux:m1_state_select|inA_data_t[2], lcm:lcm_calc|mux:m1_state_select|inA_data_t[1], lcm:lcm_calc|mux:m1_state_select|inA_data_t[0],  hex
lcm:lcm_calc|mux:m1_state_select|inB_data_f[23..0] =, lcm:lcm_calc|mux:m1_state_select|inB_data_f[23], lcm:lcm_calc|mux:m1_state_select|inB_data_f[22], lcm:lcm_calc|mux:m1_state_select|inB_data_f[21], lcm:lcm_calc|mux:m1_state_select|inB_data_f[20], lcm:lcm_calc|mux:m1_state_select|inB_data_f[19], lcm:lcm_calc|mux:m1_state_select|inB_data_f[18], lcm:lcm_calc|mux:m1_state_select|inB_data_f[17], lcm:lcm_calc|mux:m1_state_select|inB_data_f[16], lcm:lcm_calc|mux:m1_state_select|inB_data_f[15], lcm:lcm_calc|mux:m1_state_select|inB_data_f[14], lcm:lcm_calc|mux:m1_state_select|inB_data_f[13], lcm:lcm_calc|mux:m1_state_select|inB_data_f[12], lcm:lcm_calc|mux:m1_state_select|inB_data_f[11], lcm:lcm_calc|mux:m1_state_select|inB_data_f[10], lcm:lcm_calc|mux:m1_state_select|inB_data_f[9], lcm:lcm_calc|mux:m1_state_select|inB_data_f[8], lcm:lcm_calc|mux:m1_state_select|inB_data_f[7], lcm:lcm_calc|mux:m1_state_select|inB_data_f[6], lcm:lcm_calc|mux:m1_state_select|inB_data_f[5], lcm:lcm_calc|mux:m1_state_select|inB_data_f[4], lcm:lcm_calc|mux:m1_state_select|inB_data_f[3], lcm:lcm_calc|mux:m1_state_select|inB_data_f[2], lcm:lcm_calc|mux:m1_state_select|inB_data_f[1], lcm:lcm_calc|mux:m1_state_select|inB_data_f[0],  hex
lcm:lcm_calc|mux:m1_state_select|inB_data_t[23..0] =, lcm:lcm_calc|mux:m1_state_select|inB_data_t[23], lcm:lcm_calc|mux:m1_state_select|inB_data_t[22], lcm:lcm_calc|mux:m1_state_select|inB_data_t[21], lcm:lcm_calc|mux:m1_state_select|inB_data_t[20], lcm:lcm_calc|mux:m1_state_select|inB_data_t[19], lcm:lcm_calc|mux:m1_state_select|inB_data_t[18], lcm:lcm_calc|mux:m1_state_select|inB_data_t[17], lcm:lcm_calc|mux:m1_state_select|inB_data_t[16], lcm:lcm_calc|mux:m1_state_select|inB_data_t[15], lcm:lcm_calc|mux:m1_state_select|inB_data_t[14], lcm:lcm_calc|mux:m1_state_select|inB_data_t[13], lcm:lcm_calc|mux:m1_state_select|inB_data_t[12], lcm:lcm_calc|mux:m1_state_select|inB_data_t[11], lcm:lcm_calc|mux:m1_state_select|inB_data_t[10], lcm:lcm_calc|mux:m1_state_select|inB_data_t[9], lcm:lcm_calc|mux:m1_state_select|inB_data_t[8], lcm:lcm_calc|mux:m1_state_select|inB_data_t[7], lcm:lcm_calc|mux:m1_state_select|inB_data_t[6], lcm:lcm_calc|mux:m1_state_select|inB_data_t[5], lcm:lcm_calc|mux:m1_state_select|inB_data_t[4], lcm:lcm_calc|mux:m1_state_select|inB_data_t[3], lcm:lcm_calc|mux:m1_state_select|inB_data_t[2], lcm:lcm_calc|mux:m1_state_select|inB_data_t[1], lcm:lcm_calc|mux:m1_state_select|inB_data_t[0],  hex
lcm:lcm_calc|mux:m1_state_select|outC_data_f[23..0] =, lcm:lcm_calc|mux:m1_state_select|outC_data_f[23], lcm:lcm_calc|mux:m1_state_select|outC_data_f[22], lcm:lcm_calc|mux:m1_state_select|outC_data_f[21], lcm:lcm_calc|mux:m1_state_select|outC_data_f[20], lcm:lcm_calc|mux:m1_state_select|outC_data_f[19], lcm:lcm_calc|mux:m1_state_select|outC_data_f[18], lcm:lcm_calc|mux:m1_state_select|outC_data_f[17], lcm:lcm_calc|mux:m1_state_select|outC_data_f[16], lcm:lcm_calc|mux:m1_state_select|outC_data_f[15], lcm:lcm_calc|mux:m1_state_select|outC_data_f[14], lcm:lcm_calc|mux:m1_state_select|outC_data_f[13], lcm:lcm_calc|mux:m1_state_select|outC_data_f[12], lcm:lcm_calc|mux:m1_state_select|outC_data_f[11], lcm:lcm_calc|mux:m1_state_select|outC_data_f[10], lcm:lcm_calc|mux:m1_state_select|outC_data_f[9], lcm:lcm_calc|mux:m1_state_select|outC_data_f[8], lcm:lcm_calc|mux:m1_state_select|outC_data_f[7], lcm:lcm_calc|mux:m1_state_select|outC_data_f[6], lcm:lcm_calc|mux:m1_state_select|outC_data_f[5], lcm:lcm_calc|mux:m1_state_select|outC_data_f[4], lcm:lcm_calc|mux:m1_state_select|outC_data_f[3], lcm:lcm_calc|mux:m1_state_select|outC_data_f[2], lcm:lcm_calc|mux:m1_state_select|outC_data_f[1], lcm:lcm_calc|mux:m1_state_select|outC_data_f[0],  hex
lcm:lcm_calc|mux:m1_state_select|outC_data_t[23..0] =, lcm:lcm_calc|mux:m1_state_select|outC_data_t[23], lcm:lcm_calc|mux:m1_state_select|outC_data_t[22], lcm:lcm_calc|mux:m1_state_select|outC_data_t[21], lcm:lcm_calc|mux:m1_state_select|outC_data_t[20], lcm:lcm_calc|mux:m1_state_select|outC_data_t[19], lcm:lcm_calc|mux:m1_state_select|outC_data_t[18], lcm:lcm_calc|mux:m1_state_select|outC_data_t[17], lcm:lcm_calc|mux:m1_state_select|outC_data_t[16], lcm:lcm_calc|mux:m1_state_select|outC_data_t[15], lcm:lcm_calc|mux:m1_state_select|outC_data_t[14], lcm:lcm_calc|mux:m1_state_select|outC_data_t[13], lcm:lcm_calc|mux:m1_state_select|outC_data_t[12], lcm:lcm_calc|mux:m1_state_select|outC_data_t[11], lcm:lcm_calc|mux:m1_state_select|outC_data_t[10], lcm:lcm_calc|mux:m1_state_select|outC_data_t[9], lcm:lcm_calc|mux:m1_state_select|outC_data_t[8], lcm:lcm_calc|mux:m1_state_select|outC_data_t[7], lcm:lcm_calc|mux:m1_state_select|outC_data_t[6], lcm:lcm_calc|mux:m1_state_select|outC_data_t[5], lcm:lcm_calc|mux:m1_state_select|outC_data_t[4], lcm:lcm_calc|mux:m1_state_select|outC_data_t[3], lcm:lcm_calc|mux:m1_state_select|outC_data_t[2], lcm:lcm_calc|mux:m1_state_select|outC_data_t[1], lcm:lcm_calc|mux:m1_state_select|outC_data_t[0],  hex
lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[23..0] =, lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[23], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[22], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[21], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[20], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[19], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[18], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[17], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[16], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[15], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[14], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[13], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[12], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[11], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[10], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[9], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[8], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[7], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[6], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[5], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[4], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[3], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[2], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[1], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_f[0],  hex
lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[23..0] =, lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[23], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[22], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[21], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[20], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[19], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[18], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[17], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[16], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[15], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[14], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[13], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[12], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[11], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[10], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[9], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[8], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[7], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[6], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[5], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[4], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[3], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[2], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[1], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|inA_data_t[0],  hex
lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[23..0] =, lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[23], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[22], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[21], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[20], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[19], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[18], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[17], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[16], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[15], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[14], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[13], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[12], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[11], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[10], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[9], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[8], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[7], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[6], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[5], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[4], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[3], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[2], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[1], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_f[0],  hex
lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[23..0] =, lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[23], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[22], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[21], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[20], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[19], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[18], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[17], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[16], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[15], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[14], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[13], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[12], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[11], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[10], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[9], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[8], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[7], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[6], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[5], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[4], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[3], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[2], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[1], lcm:lcm_calc|reg_fork:fr1_fork_register_current_state|outB_data_t[0],  hex
